stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,24.52,0,0,20.43,0,0,0,0,151.2,130.76,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,59.91,9.63,0,32.09,11.77,38.51,0,0,0,0,0,0,0,0,0,14.98,85.58,7.49,63.12,0,2.14,4.28,0,7319.51,181.86,19.26,39.58,81.3,3.21,0,56.7,6.42,6.42,3.21,0,0,0
21Day,56.22,1.34,1.34,129.84,2.68,115.11,0,20.08,1.34,1.34,0,16.06,5.35,20.08,20.08,4.02,73.62,25.43,120.47,0,0,25.43,1.34,5600.42,46.85,37.48,89.68,34.8,133.85,2.68,30.79,12.05,48.19,12.05,0,0,21.42
3Month,0.32,3.2,0,12.48,0.32,0,0.64,0,0.96,2.56,2.88,5.76,4.16,0.64,2.56,2.24,2.88,2.24,25.92,3.52,0,8.32,0.32,253.08,0.64,34.55,43.19,0.32,0.96,20.48,2.24,0.64,0,0.64,2.56,21.76,3.2
22Month,0.55,3.28,0.55,7.11,0,0,1.09,0,1.09,6.56,1.64,31.16,1.09,1.09,2.19,0.55,0.55,1.09,32.25,0,0.55,22.41,0,202.81,0,60.68,124.09,0,0,6.56,17.49,1.09,0,0,0.55,0.55,1.64
