stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,8.17,0,57.21,0,0,0,0,0,0,0,8.17,0,0,0,0,0,8.17,8.17,28.6,0,0,0,0,57.21,93.99,4.09,0,4.09,0,0,0,0,4.09,0,0,0
72hpf,1.07,3.21,0,23.54,6.42,3.21,0,0,0,0,0,0,0,0,0,0,6.42,37.44,1.07,43.86,0,0,0,3.21,134.79,9.63,1.07,0,37.44,0,0,23.54,0,10.7,0,0,0
21Day,5.35,2.68,0,120.47,0,4.02,0,1.34,0,0,1.34,0,1.34,0,0,9.37,8.03,28.11,1.34,46.85,0,0,5.35,0,97.71,9.37,4.02,4.02,18.74,8.03,0,13.39,1.34,2.68,0,0,1.34
3Month,0,3.52,0.64,50.87,0.32,0,0.32,0,7.04,1.92,0.32,0,15.04,3.52,0.32,41.59,6.08,19.84,3.2,11.52,1.28,0.64,10.88,1.92,2.88,0,0.96,1.92,0.64,0.96,4.16,0.32,0,0.32,8.32,4.48,0.96
22Month,0.55,4.92,2.19,28.43,0,0,0.55,0,8.75,10.93,13.67,0,115.89,2.19,1.09,48.11,1.09,7.11,4.92,9.84,0,2.73,11.48,0,3.83,0,4.92,1.09,1.09,0,1.64,4.37,0,0.55,0,0,1.09
