stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326.91,4.09,0,0,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,0,0,0,0,0,0,0,0,0,0,1.07,0,0,2.14,3.21,5.35,0,0,0,0,1.07,5.35,0,0,0,2.14,0,1.07,0,0,0,0,0,0,0
21Day,1.34,0,0,187.39,12.05,0,1.34,0,0,8.03,0,0,0,2.68,1.34,0,0,6.69,2.68,0,0,0,0,1.34,0,0,0,0,2.68,0,1.34,1.34,2.68,1.34,0,0,0,0
3Month,0,19.84,0.96,746.76,0,1.92,0,0.64,8.64,25.92,0,29.44,19.2,1.28,63.67,2.88,25.6,23.36,39.03,2.88,0.32,4.48,6.08,0,0,3.52,0,0,0,2.88,32.31,0.64,0,0,0.64,2.88,9.92,7.68
22Month,3.28,2.73,2.73,53.57,0,2.73,0.55,0,1.09,90.2,3.28,88.01,20.23,11.48,9.29,1.64,4.37,71.07,36.08,1.09,17.49,1.09,0,2.73,0,2.73,2.19,1.09,0,0.55,20.23,2.19,0,0,0,0.55,0,4.37
