stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,0,0,457.68,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,20.43,0,0,0,0,0,118.51,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,2.14,1.07,0,186.14,2.14,5.35,0,0,0,1.07,0,0,0,0,2.14,26.74,351.96,5.35,11.77,0,3.21,1.07,0,16.05,9.63,0,9.63,0,1.07,2.14,0,1.07,0,0,0,0
21Day,4.02,0,2.68,313.22,1.34,12.05,0,2.68,4.02,5.35,0,6.69,1.34,16.06,17.4,2.68,198.1,21.42,48.19,0,0,0,0,8.03,1.34,9.37,54.88,20.08,0,1.34,1.34,0,1.34,0,0,4.02
3Month,0,0.32,1.6,50.87,0.32,0,0.96,0,10.56,3.2,0.32,44.47,21.12,0.64,24.96,1.92,54.07,10.56,5.76,1.28,0,1.6,0.96,0.64,0,2.88,0.96,1.28,1.6,0,0,0,0.64,4.8,0.64,4.8
22Month,0,0.55,1.64,25.15,0,0,0.55,0,2.73,1.09,0,32.8,3.28,1.09,21.32,0.55,8.2,8.75,4.37,0.55,1.09,0,0,0.55,0,1.64,0.55,0,1.09,0,0,0,0,0,0,4.37
