stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,16.35,16.35,0,81.73,0,8.17,0,0,0,0,0,4.09,0,0,0,0,4.09,53.12,24.52,126.68,0,0,0,4.09,61.3,1299.48,0,0,49.04,0,0,0,0,0,24.52,0,0,0
72hpf,20.33,13.91,0,25.67,12.84,17.12,0,4.28,0,1.07,0,0,0,0,9.63,0,23.54,49.21,5.35,80.23,0,5.35,1.07,2.14,309.17,262.1,0,5.35,62.05,8.56,0,25.67,0,0,5.35,0,0,0
21Day,45.51,4.02,2.68,100.39,2.68,44.17,0,41.49,0,0,0,0,6.69,0,38.82,10.71,13.39,32.12,16.06,124.48,0,0,13.39,1.34,117.79,115.11,4.02,4.02,41.49,21.42,1.34,10.71,4.02,4.02,6.69,0,0,1.34
3Month,0.32,4.16,2.24,55.35,0.96,0,2.24,4.16,5.76,5.44,0,0,46.07,7.04,8.96,26.88,4.16,7.68,12.16,20.16,4.48,0,4.16,3.2,1.6,0.64,2.56,0.96,0.96,2.56,62.07,0,0.32,0,0,5.44,46.71,16.32
22Month,1.09,8.2,6.56,27.88,0,0,3.83,6.01,4.37,15.85,25.15,0,229.05,12.03,18.59,63.41,0.55,4.37,16.4,36.63,0.55,4.92,5.47,0.55,2.19,0.55,1.64,7.65,1.09,1.64,13.67,2.73,1.64,0,0,1.64,0.55,4.92
