stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,4.09,12.26,8.17,0,0,0,0,12.26,138.94,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,7.49,0,0,2.14,0,1.07,0,0,0,0,0,0,0,0,0,0,11.77,0,7.49,0,1.07,0,0,27.81,17.12,0,0,0,8.56,0,0,2.14,0,0,3.21,0,0,0
21Day,8.03,1.34,0,16.06,0,12.05,0,4.02,0,1.34,0,1.34,0,4.02,2.68,2.68,2.68,4.02,20.08,0,0,1.34,0,16.06,2.68,0,1.34,0,8.03,2.68,0,0,0,2.68,0,0,0,0
3Month,0.32,1.6,0.96,22.08,0.32,0,0.32,0,1.92,3.84,0,26.56,8.64,2.24,12.48,3.84,6.72,7.68,7.04,0.64,0,9.92,2.56,2.24,0.64,1.6,0,0,0.96,1.28,20.48,0,0.32,0,0.32,3.84,36.47,8
22Month,0,3.83,0.55,8.75,0,0,0.55,1.09,4.37,12.57,3.83,54.12,1.09,2.19,10.93,0.55,0.55,7.65,3.28,0,0,7.65,1.09,0,0,2.19,1.09,1.09,0,0,2.73,0.55,0,0,0,0.55,0.55,3.83
