stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,36.78,12.26,0,98.07,8.17,0,0,0,0,0,0,0,0,4.09,0,4.09,53.12,134.85,187.97,0,0,0,0,81.73,1319.91,0,0,0,16.35,0,0,0,0,0,8.17,0,0,0
72hpf,38.51,21.4,0,43.86,13.91,6.42,0,2.14,0,1.07,0,0,0,6.42,0,29.95,101.63,18.19,69.54,0,3.21,1.07,0,772.39,231.07,2.14,10.7,0,115.54,4.28,0,38.51,2.14,1.07,7.49,0,0,0
21Day,96.37,22.76,10.71,254.32,12.05,89.68,0,68.27,1.34,5.35,0,13.39,6.69,80.31,21.42,20.08,120.47,92.36,373.45,1.34,1.34,12.05,0,305.19,140.55,9.37,25.43,0,109.76,40.16,2.68,68.27,12.05,12.05,14.72,1.34,0,42.83
3Month,0.64,7.04,2.88,78.39,0.96,0,1.28,3.84,19.2,32.63,0.32,84.15,22.4,5.12,35.19,6.08,31.04,54.71,39.99,7.36,0,6.4,6.08,5.44,1.28,7.04,8.64,0,3.84,4.16,42.87,1.92,0,0,0.32,8,10.56,50.55
22Month,0,10.39,3.83,34.44,1.09,0,3.28,4.37,8.75,47.01,20.23,258.02,16.95,16.95,42.09,3.28,12.57,62.32,52.48,0.55,10.93,8.75,0.55,4.37,1.64,6.01,13.12,0.55,2.19,0.55,16.4,4.92,2.73,0,0.55,1.64,0,32.25
