stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0
72hpf,0,1.07,0,1.07,0,0,0,0,0,0,0,0,0,0,4.28,0,0,0,0,0,0,1.07,4.28,0,0,1.07,0,0,1.07,0,0,0,0
21Day,0,0,0,8.03,0,0,0,1.34,0,0,0,4.02,0,1.34,2.68,0,6.69,0,0,0,0,0,0,0,0,0,1.34,0,0,0,0,0,4.02
3Month,0.32,2.88,0.32,55.03,0.96,0.96,6.72,11.84,0,14.72,4.48,1.92,26.56,3.2,9.28,11.2,3.52,0.96,0,1.28,2.24,1.92,0,2.88,0.32,0.32,1.28,11.52,0.32,0,2.56,2.56,39.67
22Month,0,3.28,2.19,14.21,2.19,0.55,3.83,4.92,1.09,33.35,2.19,3.28,20.77,0.55,4.92,11.48,7.65,0,2.73,0.55,0,0.55,0,3.28,0,1.09,0,3.83,0,0.55,0,0,10.93
