stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,49.04,89.9,0,335.09,0,0,0,0,0,0,0,0,0,0,0,0,12.26,53.12,12.26,572.1,0,0,0,0,28.6,764.16,0,0,187.97,0,0,0,0,0,0,20.43,0,0,0
72hpf,34.23,42.79,0,55.63,11.77,9.63,0,0,0,0,0,0,0,0,0,0,7.49,129.44,21.4,486.75,0,5.35,10.7,0,78.09,87.72,1.07,0,750.99,1.07,0,1.07,3.21,0,1.07,59.91,0,0,0
21Day,28.11,17.4,2.68,38.82,5.35,18.74,0,2.68,0,0,1.34,0,1.34,1.34,6.69,0,1.34,36.14,85.67,436.36,0,0,74.96,0,25.43,29.45,0,4.02,290.46,14.72,0,2.68,4.02,0,5.35,17.4,1.34,0,26.77
3Month,1.28,40.63,0.32,111.98,0.96,0,1.6,0,1.92,8.32,24,2.24,22.08,510.96,0.96,6.08,4.16,87.67,68.79,167.33,33.91,0,8.32,4.16,2.24,1.6,3.84,4.16,18.88,4.48,2.88,113.26,0.64,0,0,4.16,16.64,36.47,75.51
22Month,1.64,83.09,1.64,184.22,0.55,0,1.09,0.55,0,15.85,9.84,27.33,65.6,83.09,4.92,8.75,0,27.88,157.98,184.77,5.47,3.28,11.48,0,9.29,2.73,8.2,16.4,14.21,2.73,0,36.08,6.56,2.73,0,3.28,10.39,0.55,114.25
