stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,8.17,1029.77,8.17,0,0,0,0,4.09,24.52,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,3.21,0,0,0,1.07,1.07,0,0,0,0,0,0,1.07,0,3.21,20.33,1349.01,3.21,0,0,0,0,26.74,6.42,0,1.07,12.84,0,0,1.07,0,0,0,0,0,0
21Day,14.72,1.34,4.02,36.14,0,21.42,0,9.37,0,8.03,6.69,2.68,137.87,8.03,6.69,48.19,4236.46,44.17,0,0,5.35,0,37.48,29.45,0,4.02,17.4,97.71,0,0,12.05,29.45,1.34,0,0,14.72
3Month,0,1.28,0.96,10.24,0.32,0,0.32,0,2.56,4.8,19.52,7.36,0.96,8,3.2,4.16,1322.99,7.68,0.64,0.64,2.24,0.96,0.32,0,1.28,0.64,0,8.96,5.12,0.32,0,0,0.32,1.28,4.8,8.32
22Month,0.55,2.19,0,3.28,0,0,0,0,0.55,10.93,24.6,2.73,1.09,2.19,0.55,1.09,551.03,1.64,0,0.55,0.55,0,0,0,0,1.09,0,1.09,3.28,0,1.09,0,0,0,0,5.47
