stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,57.21,61.3,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,5.35,0,0,2.14,3.21,0,0,0,1.07,0,0,0,0,0,8.56,0,13.91,0,1.07,0,0,528.48,12.84,4.28,27.81,0,17.12,0,0,3.21,0,0,0,0,0,0
21Day,6.69,0,2.68,14.72,18.74,0,0,0,0,22.76,0,2.68,2.68,0,6.69,0,28.11,0,0,4.02,0,461.79,18.74,473.84,0,0,2.68,2.68,0,0,1.34,0,10.71,0,0,8.03
3Month,0,3.84,4.8,18.88,0,0.96,0,2.56,6.4,22.08,20.48,0.32,38.39,1.6,4.8,2.24,8,1.92,0,4.16,5.76,0.96,0.64,1765.48,5.76,0,0.32,15.36,66.23,0.32,0,5.76,0.32,15.36,27.52,4.16
22Month,0,2.73,2.19,36.08,0,0,0.55,8.2,7.65,50.84,2.73,1.09,48.65,0,2.19,3.83,6.01,0,1.64,0,0,0,0,621.55,0.55,17.49,0,0,28.43,0,0,0,0,0,0,1.09
