stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,81.73,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,16.35,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,13.91,4.28,0,4.28,3.21,7.49,0,0,0,0,0,0,0,0,2.14,7.49,3.21,7.49,0,2.14,0,868.67,39.58,6.42,24.61,0,6.42,1.07,0,11.77,0,0,2.14,0,0,0
21Day,8.03,1.34,1.34,14.72,0,6.69,1.34,0,0,0,4.02,0,2.68,0,0,5.35,1.34,10.71,0,0,5.35,378.8,8.03,2.68,5.35,0,5.35,6.69,0,26.77,0,8.03,1.34,0,0,0
3Month,0.32,1.28,0.64,7.04,0.64,0,0,0.32,0.96,0,8,2.56,0,2.56,0.32,2.24,2.24,3.52,0.96,0.32,0.32,4.16,1.92,4.8,8.96,0,0,0.96,3.84,0.64,0,0,0,0.32,0.96,2.24
22Month,0,3.28,0.55,6.56,1.09,0,0,0.55,3.83,2.19,66.69,1.64,0.55,6.01,0,0.55,2.73,7.11,0,5.47,0,13.12,0.55,24.6,10.93,0.55,0.55,0,20.77,2.73,0.55,0,0,0,0.55,2.19
