stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,T_cell
24hpf,28.6,12.26,0,85.81,0,4450.09,0,192.06,0,0,0,16.35,0,0,0,4.09,8.17,40.86,110.33,114.42,0,4.09,0,0,28.6,866.32,4.09,0,32.69,0,0,0,0,0,0,0,0
72hpf,968.16,44.93,1.07,3874.78,68.47,511024.25,0,203.26,0,5.35,0,0,3.21,0,4.28,5.35,263.17,1901.02,497.45,543.45,0,36.37,12.84,2.14,7078.81,1496.64,8.56,129.44,992.77,132.65,2.14,242.84,56.7,155.12,36.37,0,0
21Day,904.85,28.11,25.43,607.69,14.72,462916.94,0,13165.81,22.76,22.76,4.02,0,155.27,302.51,187.39,91.02,64.25,1713.32,1151.14,853.98,1.34,2.68,327.94,2.68,1746.79,380.14,17.4,101.73,360.07,6976.43,2.68,82.99,152.59,2916.66,30.79,1.34,128.5
3Month,0,0,0,0.32,0,0,0.96,0.32,0,0.32,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28,0,0,0,0,0,0
22Month,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
