stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Hatching_gland,Hepatocyte,Immune_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,4.09,0,0,0,4.09,4.09,4.09,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,60.98,0,3.21,0,0,0,0,0,0,0,1.07,1.07,1.07,1.07,0,0,0,2.14,5.35,0,0,1.07,0,0,0,0,0,0,0,0
21Day,2.68,161.96,2.68,6.69,0,0,2.68,0,1.34,0,1.34,0,0,4.02,1.34,0,0,1.34,8.03,1.34,0,0,2.68,0,0,0,2.68,0,4.02,0,1.34
3Month,0,24,3.52,0,0.32,0.64,0.32,0,3.52,1.92,0.96,0,0,0.32,2.56,0.32,0,0,0,0,0,0.32,0,0.32,3.2,0,0,0.32,4.16,0.64,0
22Month,0,82.54,1.64,0,0.55,0,1.64,0,21.32,0,3.83,0.55,0.55,2.73,1.64,0,1.09,0,0.55,0,0.55,0,0,0,0,0.55,0,0,0.55,0,0.55
