stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,69.47,44.95,0,482.2,8.17,4.09,0,4.09,0,8.17,0,20.43,4.09,0,0,0,44.95,204.32,130.76,931.7,0,0,0,4.09,179.8,6656.75,0,0,0,102.16,0,0,0,0,0,16.35,0,0,0
72hpf,51.35,18.19,0,129.44,19.26,9.63,0,4.28,0,0,0,0,2.14,0,8.56,0,106.98,129.44,9.63,205.4,0,19.26,2.14,4.28,345.54,691.09,2.14,5.35,0,115.54,16.05,0,0,56.7,1.07,5.35,0,0,0
21Day,29.45,8.03,1.34,115.11,2.68,14.72,0,29.45,0,4.02,1.34,0,0,0,24.09,5.35,6.69,18.74,18.74,139.21,0,0,9.37,0,10.71,88.34,0,0,0,49.53,2.68,0,5.35,20.08,1.34,0,0,0,10.71
3Month,1.92,1.28,0.96,30.08,0,0,0.32,3.2,4.16,9.92,0,0,29.76,3.2,5.12,12.16,2.88,5.44,8.96,13.44,1.28,0.32,1.28,2.56,0.32,0.32,0.64,0.32,0,0.32,3.2,0.32,446.97,1.28,0,0,2.56,37.75,5.12
22Month,0,2.73,2.19,8.2,0,0,1.09,1.09,1.09,12.57,2.19,0,67.79,3.28,18.59,12.03,1.09,2.19,13.12,9.84,0,2.73,2.73,0.55,0.55,0,0.55,0,2.73,0,0.55,0,111.52,1.64,0.55,0,0.55,0,0.55
