stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,1.07,0,0,0,0,0,1.07,0,0,1.07,6.42,2.14,1.07,0,0,36.37,0,9.63,2.14,2.14,0,0,0,3.21,0,0,1.07,0,0,0,0,0
21Day,5.35,0,0,6.69,1.34,1.34,0,2.68,0,1.34,0,80.31,0,1.34,1.34,1.34,5.35,0,1.34,0,0,0,10.71,9.37,5.35,0,0,0,2.68,4.02,0,0,1.34,2.68,0,0,1.34
3Month,0.32,4.8,10.24,27.84,0.32,0,7.36,0.32,6.72,9.6,0,3368.43,14.72,0.64,40.63,4.16,11.52,8,16.32,3.2,5.12,6.4,332.75,1.92,0,2.56,2.88,0,1.6,33.59,7.04,1.28,0.32,0,4.16,5.12,8.64
22Month,0,5.47,3.28,7.11,0,0,6.01,0.55,1.09,5.47,2.19,2818.55,1.64,1.09,8.75,1.09,1.09,8.75,6.01,0,37.72,1.64,22.96,0,0.55,1.09,2.19,1.64,0,1.64,0,1.64,0.55,0,0.55,0,3.28
