stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,1.07,0,4.28,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21Day,1.34,1.34,100.39,26.77,18.74,0,1.34,6.69,0,0,10.71,1.34,4.02,410.93,1.34,8.03,2.68,32.12,0,0,8.03,1.34,28.11,22.76,6.69,0,0,10.71,17.4,0,2.68,2.68,1.34,2.68,0,0,1.34
3Month,0.32,4.8,44.47,66.87,0,1.6,0.32,67.83,13.44,0.64,401.54,21.76,0.96,1426.97,3.2,11.2,7.36,18.24,3.84,0.64,5.44,2.56,2.88,0.32,26.24,0,0,0.64,9.92,8.96,0.96,0,0,5.44,1.92,6.72,11.2
22Month,0,2.73,25.69,20.77,0,0,0,25.15,4.92,0.55,349.86,0.55,0,997.1,0.55,0.55,2.73,5.47,0.55,3.83,1.64,0,0.55,0,9.84,1.64,1.64,0,2.19,2.19,2.19,0,0,4.37,0,0,1.09
