stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,40.86,0,0,8.17,0,0,0,0,0,0,0,4.09,0,0,0,0,4.09,0,85.81,8.17,0,0,0,0,4.09,114.42,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,12.84,0,0,3.21,0,0,0,0,0,3.21,0,0,0,0,1.07,0,4.28,8.56,5.35,7.49,0,1.07,0,0,13.91,19.26,1.07,0,0,4.28,0,0,0,3.21,0,0,0,0,1.07
21Day,14.72,2.68,0,21.42,1.34,5.35,0,6.69,0,5.35,0,0,5.35,4.02,73.62,0,5.35,9.37,37.48,32.12,1.34,0,0,0,16.06,14.72,0,4.02,0,14.72,4.02,0,4.02,6.69,0,4.02,0,0,62.91
3Month,0.96,3.84,0.32,32.63,0.64,0,0.96,3.84,4.16,71.03,0,0,17.92,95.34,6.08,6.08,5.76,11.84,63.67,10.88,1.28,0,4.16,0.64,0.32,0.32,1.6,0.64,0,0.32,1.6,0.32,15.68,0.32,0.32,0,2.24,5.44,127.98
22Month,0.55,6.01,0.55,15.85,0,0,1.09,3.28,2.19,145.41,3.83,0,56.31,53.57,10.93,7.65,1.64,4.92,86.92,13.12,0,1.64,2.73,0,1.64,0.55,1.64,3.28,2.73,1.09,0.55,0,5.47,1.09,1.09,0,0,0,69.43
