stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,4.09,0,16.35,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,12.26,0,0,0,0,8.17,143.02,0,0,0,0,0,0,0,0,0,0,0
72hpf,5.35,6.42,0,9.63,0,0,0,0,0,0,0,0,0,0,0,3.21,8.56,0,25.67,0,0,0,2.14,18.19,18.19,0,2.14,17.12,0,0,2.14,0,0,0,0,0
21Day,8.03,0,0,29.45,2.68,0,0,0,0,0,1.34,0,0,0,0,0,18.74,0,36.14,0,0,6.69,0,8.03,8.03,0,2.68,12.05,2.68,0,0,1.34,1.34,0,0,1.34
3Month,0,1.6,0.64,22.72,0,0.64,0.32,0.32,1.92,2.56,0,26.88,1.92,0.32,8.32,0.96,6.72,2.56,7.36,0.96,0.64,2.24,0,0.64,0.32,1.6,0.96,0.96,0.32,14.72,0.64,0,0,3.52,13.76,1.6
22Month,0,3.28,1.64,9.29,0,0,0.55,0,0,8.75,6.56,127.92,1.09,2.19,12.03,1.64,1.64,7.11,11.48,1.09,5.47,2.73,0,0.55,0,1.64,3.83,0.55,0.55,2.19,0,0,0,1.09,0,0.55
