stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,0,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,27.81,1.07,27.81,27.81,63.12,6.42,0,0,0,1.07,0,78.09,59.91,1.07,715.69,2.14,296.33,129.44,1.07,3.21,55.63,0,31.02,4.28,0,2.14,0
21Day,16.06,5.35,88.34,1.34,57.56,1.34,1.34,8.03,9.37,20.08,12.05,5.35,28.11,17.4,230.23,6.69,89.68,48.19,0,4.02,33.46,16.06,2.68,4.02,13.39,2.68,8.03
