stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,16.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,16.35,0,0,0,0,0,0,0,0,0,4.09,0,0,0
72hpf,0,0,0,11.77,2.14,7.49,0,0,0,0,0,0,0,0,0,4.28,4.28,0,3.21,0,0,0,298.47,8.56,1.07,0,0,0,0,0,2.14,0,0,0,0,0,0
21Day,4.02,4.02,0,10.71,1.34,20.08,0,5.35,0,0,0,1.34,2.68,4.02,2.68,2.68,8.03,1.34,17.4,0,0,0,596.99,10.71,2.68,1.34,0,12.05,18.74,0,2.68,2.68,6.69,0,0,0,5.35
3Month,0.32,0.32,0,6.4,0,0,0,0.32,0.96,0.96,0,11.84,1.28,0.32,2.56,0.32,2.56,0.32,2.56,0.96,0,0.64,5.44,0.32,1.28,0,0,0,0.64,1.6,0.96,0,0,0.32,1.6,1.28,0.32
22Month,0.55,0.55,0.55,5.47,0,0,0.55,1.09,0,5.47,0.55,65.05,0.55,1.09,5.47,0,0.55,2.73,6.01,0,2.19,0,7.11,0.55,3.28,0,0.55,0,0,1.09,2.73,1.09,0,0,0,0,0.55
