stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0
21Day,2.68,0,6.69,21.42,4.02,0,1.34,0,12.05,0,0,5.35,0,2.68,60.23,1.34,2.68,6.69,4.02,0,0,0,0,4.02,1.34,14.72,0,1.34,1.34,0,0,0,1.34,0,0,0,0
3Month,0.32,1.6,18.88,111.34,0,2.24,0,0.64,146.22,7.04,0,46.71,71.03,0.32,946.09,2.88,9.92,28.8,19.52,2.88,0.64,17.92,13.12,0.64,0,32.63,0.32,0.96,6.4,0.64,7.36,0,0.32,0.96,1.6,9.28,8.64
22Month,0,3.28,20.77,34.44,0,1.09,0,0,77.62,9.29,3.28,79.81,20.23,1.64,659.81,0.55,0.55,12.57,12.57,0,3.28,13.67,1.09,1.64,0,19.13,1.64,0,1.09,0,2.19,0.55,1.09,0,0,0,2.19
