stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,0,1.07,17.12,1.07,2.14,0,0,0,0,0,0,2.14,0,0,0,185.07,3.21,0,2.14,0,0,0,2.14,11.77,11.77,0,0,4.28,0,0,1.07,0,0,0,0
21Day,2.68,1.34,16.06,121.81,0,8.03,0,0,0,0,0,0,1.34,0,1.34,32.12,6.69,12.05,4.02,9.37,0,1.34,1.34,6.69,8.03,4.02,1.34,0,2.68,2.68,0,1.34,0,0,0,2.68
3Month,0,1.92,37.43,147.82,0.32,0,3.52,0.32,0.64,79.67,6.72,0,25.6,8.96,0.32,782.28,16.96,19.2,5.44,9.92,5.12,0.32,1.92,137.9,1.92,0.32,6.08,0.96,2.88,6.4,11.2,0,0.32,10.56,23.68,8.32
22Month,0.55,2.19,45.37,72.71,0,0,0,1.09,0,100.58,13.12,3.83,71.61,2.19,3.28,701.9,7.65,5.47,4.37,9.84,0.55,2.19,2.73,9.29,0.55,0,2.73,1.09,0,0.55,9.29,0.55,0,0,0,1.09
