stage,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,32.69,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,0,0,0,0,0,0,0,0,0,0,1.07,2.14,0,2.14,0,0,0,28.88,1.07,0,0,1.07,0,0,0,1.07,0,0,0
21Day,5.35,1.34,2.68,0,1.34,0,0,1.34,0,2.68,1.34,0,1.34,0,5.35,0,0,0,24.09,2.68,1.34,0,2.68,4.02,0,1.34,0,0,0,1.34
3Month,4.16,0.32,9.28,0.64,0,0.96,0,27.52,0.64,0,5.12,1.28,5.44,0,6.72,0.32,0,0.64,6.08,0,2.56,0,0.32,0.64,22.72,0,0,1.92,12.16,1.6
22Month,2.19,0,0.55,0,0,0,1.09,15.31,0,0,0,0.55,0,2.19,0.55,0,0.55,0,2.73,0,1.09,0.55,0,0,1.09,0,0,0,0,0
