stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192.06,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,1.07,6.42,1.07,1.07,0,0,0,0,0,0,0,0,0,3.21,2.14,9.63,0,3.21,0,1.07,200.05,242.84,0,0,0,7.49,0,0,6.42,1.07,0,1.07,0,0,0
21Day,0,0,33.46,0,2.68,0,0,0,0,1.34,0,0,1.34,2.68,6.69,1.34,6.69,0,0,1.34,0,74.96,42.83,0,1.34,0,1.34,1.34,0,6.69,1.34,5.35,0,0,0,0
3Month,0,0.64,33.59,0,0,0.32,0.64,1.92,0,8.64,5.44,0.64,2.88,2.24,18.88,2.24,3.84,1.92,0,0.64,2.24,0.96,0.64,0.64,0.32,0,0,0.64,5.76,2.24,0,0,0,1.28,18.56,2.56
22Month,0,0.55,12.57,0,0,0,0,4.92,0.55,42.09,2.19,0,1.64,0,1.64,2.73,7.65,0,0.55,0,1.64,0.55,0.55,3.83,1.64,0.55,0,0,4.37,2.19,0,0,0,0,0,2.19
