stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,16.35,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,12.26,8.17,40.86,0,0,0,8.17,20.43,155.28,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,0,0,9.63,2.14,3.21,0,0,0,0,0,1.07,0,0,1.07,7.49,10.7,2.14,5.35,0,16.05,1.07,57.77,87.72,36.37,0,1.07,20.33,0,0,2.14,1.07,0,0,0,0
21Day,4.02,0,4.02,21.42,0,14.72,0,0,0,1.34,0,1.34,1.34,2.68,125.82,5.35,12.05,4.02,28.11,0,0,2.68,34.8,21.42,16.06,1.34,0,9.37,9.37,1.34,1.34,1.34,0,0,0,2.68
3Month,0.64,4.16,8.64,139.82,0.32,0,2.56,0.32,32.95,14.08,0,124.46,19.52,1.92,1474.65,4.8,8.96,12.16,15.36,3.84,0.64,4.8,1443.93,2.56,0.64,7.68,0.64,1.6,12.8,37.11,0.64,0,0.64,6.4,7.04,11.52
22Month,0,6.01,8.2,149.78,0,0,2.19,1.09,32.8,11.48,7.11,105.5,1.64,3.28,2027,0.55,0.55,7.11,10.39,0.55,6.56,3.83,68.88,0,0,6.56,1.09,2.73,1.09,18.59,2.19,0,0,1.64,0,5.47
