stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0
72hpf,35.3,10.7,0,43.86,47.07,70.61,4.28,0,1.07,0,2.14,0,89.86,78.09,5.35,1570.45,2.14,1.07,430.06,174.38,2.14,3.21,75.96,0,1.07,47.07,12.84,2.14,9.63,0,0
21Day,41.49,13.39,10.71,160.62,2.68,112.44,10.71,9.37,29.45,1.34,41.49,21.42,6.69,46.85,16.06,674.62,0,16.06,175.35,92.36,0,4.02,49.53,52.2,2.68,16.06,9.37,28.11,4.02,0,32.12
3Month,0,0.96,0,0.64,0,0,0,0,0.32,0,0,0,0,0,0,0.96,0,0,0.32,0,0,0,0.32,0,0,0,0,0,0,0.32,0
