stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,0,0,0,0,0,4.09,16.35,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,12.84,0,0,5.35,8.56,5.35,0,0,0,0,0,0,0,1.07,0,2.14,16.05,0,8.56,0,1.07,3.21,0,974.58,52.42,13.91,159.4,0,14.98,0,0,18.19,0,0,4.28,0,0,0
21Day,10.71,2.68,1.34,14.72,4.02,10.71,0,0,0,1.34,0,0,0,1.34,2.68,0,9.37,8.03,10.71,0,0,8.03,0,410.93,26.77,1.34,56.22,0,5.35,4.02,0,22.76,5.35,2.68,0,0,0,0
3Month,0.32,0.96,0.32,10.88,1.92,0,0.64,0,0.32,2.24,0,13.12,2.24,0,4.16,1.28,3.2,1.92,7.68,1.28,0,1.28,1.6,46.71,0,5.12,19.52,0,0.64,0,7.04,9.6,0,0,0,1.6,1.28,2.24
22Month,0,1.64,1.09,5.47,0.55,0,1.09,0.55,1.64,12.03,0.55,87.46,4.92,3.28,11.48,0.55,1.64,6.01,6.56,1.09,3.83,2.19,0,36.63,0,12.57,16.4,1.09,0.55,0.55,8.2,32.8,1.64,0,0,4.37,0,2.19
