stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,12.26,0,0,12.26,0,0,0,0,4.09,0,4.09,0,0,0,0,0,4.09,0,20.43,0,0,0,0,0,32.69,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,2.14,2.14,0,0,0,0,0,0,0,0,0,2.14,74.89,7.49,0,3.21,0,0,1.07,0,18.19,8.56,0,0,3.21,0,1.07,1.07,0,0,1.07,0,0,0
21Day,6.69,2.68,26.77,65.59,12.05,0,0,4.02,0,0,0,1.34,1.34,2.68,202.12,5.35,34.8,12.05,17.4,0,1.34,2.68,0,18.74,10.71,6.69,2.68,4.02,8.03,0,2.68,2.68,5.35,0,0,0,0
3Month,0.32,3.52,44.47,155.5,0,0.96,0,91.19,15.36,0,0,46.71,38.07,4.8,360.26,41.59,45.11,44.47,11.52,1.92,0.96,3.84,1.92,29.12,6.72,86.71,2.56,0.32,3.84,56.31,0.64,0,0,0.96,1.6,13.44,12.8
22Month,0,8.75,104.96,119.17,0,2.19,1.09,151.42,64.51,3.83,0,68.88,19.68,2.19,769.69,10.39,39.91,25.69,9.84,0,6.01,8.75,0,17.49,0.55,32.8,3.83,0.55,2.73,9.29,0.55,0,0,0,0.55,0,2.73
