stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1209.58,0,0,0,0,0,0,0,106.25,0,0,0,0,16.35,972.56,12.26,36.78,0,0,0,0,12.26,118.51,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,4.28,1.07,0,435.4,8.56,5.35,0,0,0,0,0,0,0,0,1.07,0,43.86,1590.78,2.14,40.65,0,4.28,3.21,0,162.61,58.84,5.35,0,27.81,0,0,7.49,1.07,9.63,3.21,0,0,0
21Day,17.4,1.34,9.37,1460.34,4.02,41.49,0,10.71,5.35,4.02,0,0,26.77,0,17.4,66.93,24.09,552.81,20.08,153.93,1.34,1.34,45.51,1.34,168.66,26.77,24.09,0,16.06,28.11,1.34,4.02,85.67,286.45,4.02,0,0,9.37
3Month,0.32,3.84,1.6,570.79,0,0,3.2,0.32,25.28,8.32,0,0,247.32,7.68,0.64,90.23,34.87,152.94,8.96,33.59,5.44,0,12.16,101.74,0.96,0.64,29.12,0.32,0,8.96,15.68,0.64,0,0,0.32,7.04,5.76,7.04
22Month,5.47,6.01,12.03,354.23,0,0,4.92,2.19,32.25,12.03,2.19,0,717.76,4.37,1.09,325.26,20.77,51.93,15.31,45.37,1.09,19.68,8.2,15.31,3.83,0.55,60.13,2.19,0,1.09,12.57,1.09,1.09,0,0,1.09,0,2.19
