stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,130.76,36.78,0,216.58,24.52,20.43,0,4.09,0,0,4.09,0,0,0,0,0,8.17,53.12,147.11,747.81,0,0,0,0,204.32,5496.21,0,0,0,89.9,0,0,0,0,0,0,20.43,0,0,0
72hpf,134.79,34.23,0,120.89,37.44,56.7,0,6.42,0,0,2.14,0,1.07,0,20.33,0,88.79,189.35,34.23,425.78,0,29.95,11.77,2.14,2646.66,1934.18,5.35,12.84,0,264.24,18.19,0,5.35,160.47,22.47,11.77,28.88,0,0,0
21Day,165.98,16.06,12.05,414.95,17.4,224.87,0,119.13,0,1.34,10.71,0,16.06,12.05,157.95,34.8,25.43,132.51,78.97,503.29,0,0,57.56,0,653.2,674.62,6.69,8.03,0,175.35,60.23,0,16.06,70.94,18.74,49.53,17.4,1.34,0,64.25
3Month,2.24,25.28,7.36,379.14,3.52,0,7.04,16.64,0.96,38.39,92.47,0.64,199.33,115.18,24.32,139.18,27.52,131.82,86.07,111.02,15.36,1.28,22.08,16,31.36,9.6,23.68,11.84,0,6.08,14.72,0.32,590.95,4.8,0,0,3.52,71.35,541.35,104.94
22Month,1.09,63.41,18.59,182.58,1.09,0,7.11,13.12,0.55,27.88,155.25,72.16,430.76,53.57,64.51,214.84,8.75,43.19,180.4,110.97,5.47,30.61,16.95,0.55,14.76,6.56,20.23,20.23,10.93,6.01,6.56,0,119.17,21.32,18.59,0,1.09,13.12,3.28,48.65
