stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,4.09,20.43,0,0,0,4.09,0,0,0,0,0,0,0,0
72hpf,2.14,0,0,19.26,0,0,0,1.07,0,0,0,0,0,0,0,0,36.37,12.84,0,1.07,0,0,0,0,9.63,12.84,1.07,0,0,3.21,1.07,0,0,0,0,0,0,0
21Day,0,0,1.34,81.65,1.34,5.35,0,5.35,0,0,0,0,2.68,1.34,5.35,10.71,13.39,42.83,12.05,8.03,0,0,0,0,6.69,8.03,4.02,0,0,2.68,2.68,1.34,1.34,0,1.34,0,0,0
3Month,0.32,0,14.08,190.37,0,0,1.92,0,58.55,1.6,0,0,27.2,4.8,1.92,291.47,31.36,10.88,6.08,4.16,1.28,0.32,6.4,0.64,0.64,0.32,14.08,0.32,0,0.32,2.88,22.72,0.32,0,0,1.28,10.88,4.48
22Month,0,1.09,35.53,55.76,0,0,1.64,0.55,76.53,8.75,1.64,0,204.45,2.19,0.55,373.37,16.95,2.19,5.47,4.37,0,2.73,1.64,0,1.64,2.19,18.04,0,1.09,0,0.55,8.2,0.55,0.55,0,0,0,2.73
