stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,44.95,44.95,12.26,0,0,0,0,0,0,0,0,0,0,0
72hpf,18.19,9.63,0,9.63,5.35,11.77,0,0,0,0,0,0,2.14,0,3.21,28.88,4.28,22.47,0,1.07,0,0,2653.08,148.7,4.28,10.7,31.02,0,0,25.67,1.07,1.07,1.07,0,0,0
21Day,4.02,1.34,2.68,20.08,0,22.76,0,2.68,0,1.34,4.02,0,9.37,5.35,2.68,6.69,2.68,17.4,0,0,4.02,0,813.83,70.94,2.68,2.68,12.05,20.08,2.68,5.35,6.69,6.69,1.34,0,0,1.34
3Month,0,0,0,2.24,0,0,0.32,0,0.32,0.64,5.44,1.6,0.32,2.88,0,1.6,1.28,2.24,0.64,0,0,0.32,16.96,0,2.24,0,0.32,0.32,23.04,0.64,0,0,0,0.96,5.44,2.56
22Month,0,0.55,0,2.19,0,0,2.19,0,0,3.28,30.61,0.55,0,1.64,0,0,1.64,7.11,0,1.09,0,0,26.24,0,6.01,1.09,0,0,45.92,5.47,0,0,0,0,0,1.64
