stage,Cardiomyocyte,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,28.6,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,0,1.07,0,0,0,0,0,0,0,0,0,9.63,0,3.21,0,49.21,11.77,0,0,0,3.21,0,0,1.07,1.07,0,0,0
21Day,0,1.34,5.35,2.68,1.34,0,0,0,0,0,0,1.34,1.34,0,5.35,0,2.68,0,24.09,2.68,0,0,0,1.34,0,2.68,5.35,0,0,0,0
3Month,0,0.32,10.88,0.64,0,0.32,0.64,0.96,0,1.92,0.64,0,1.28,1.92,0.64,0,0.64,0.64,3.52,0.64,2.56,0.32,0,0,0.32,16,0,0,0.96,3.84,0.32
22Month,0,0.55,1.64,0,0,0,0,0,0.55,8.2,0,0,6.01,0,0,1.64,0.55,1.09,0.55,0,1.64,0,0.55,0,0,3.83,1.09,0,0,0,1.64
