stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,8.17,0,0,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,49.21,9.63,0,143.35,8.56,63.12,0,0,0,1.07,0,0,0,4.28,1.07,13.91,10866.94,2.14,87.72,0,3.21,6.42,1.07,428.99,201.12,1.07,5.35,89.86,1.07,0,0,32.09,2.14,1.07,3.21,0,0,0
21Day,8.03,0,0,441.72,0,6.69,0,2.68,0,1.34,0,1.34,0,4.02,1.34,18.74,112.44,1.34,17.4,0,0,4.02,1.34,24.09,1.34,0,2.68,5.35,5.35,0,0,2.68,0,4.02,1.34,0,0,0
3Month,0,3.2,4.16,746.12,0.64,0,2.56,0.32,2.56,12.8,0,24.64,9.92,0.64,24.64,37.43,12.48,10.88,11.52,0.64,0.64,0.64,4.8,0.32,0.32,0.96,0,0,3.52,0.32,42.23,0.32,0,0,0,51.83,9.28,12.8
22Month,0,3.28,2.73,118.08,0,0,0,0,0.55,7.65,1.64,25.15,0.55,0,65.6,3.28,0.55,0.55,6.01,0.55,1.09,1.09,1.09,0,0,0,0.55,0,0.55,0,0.55,0,0,0,0,0,0,0
