stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,28.6,16.35,0,24.52,0,0,0,0,0,0,0,0,0,0,12.26,28.6,8.17,69.47,0,0,0,0,20.43,461.76,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,10.7,5.35,0,5.35,3.21,2.14,0,0,0,0,0,0,0,0,14.98,24.61,1.07,32.09,0,2.14,0,0,52.42,175.45,1.07,1.07,0,26.74,2.14,0,24.61,1.07,1.07,2.14,0,0,0
21Day,6.69,4.02,1.34,14.72,0,1.34,0,0,0,0,4.02,0,1.34,1.34,4.02,8.03,0,24.09,0,0,6.69,0,16.06,61.57,0,1.34,0,20.08,5.35,0,10.71,0,1.34,0,0,0,0
3Month,0.64,7.68,3.84,28.8,0,0,0.96,8.32,1.28,0,162.85,1.6,0,27.52,3.52,4.8,1.92,13.76,0.64,0.32,8.96,6.4,0.96,0,9.6,0.96,0,1.6,4.16,18.56,1.6,0,0,0.96,2.24,119.34,4.48
22Month,0,23.51,6.56,33.89,0,0,0.55,13.67,5.47,67.24,534.08,2.19,1.64,57.4,0.55,2.19,6.01,27.88,1.09,6.56,6.56,1.64,0.55,2.19,8.75,2.19,7.65,0.55,2.19,4.92,9.84,0.55,0,0.55,0.55,0,1.09
