stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,4.09,4.09,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,0,0,0,0,1.07,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0
21Day,1.34,1.34,0,1.34,0,1.34,0,0,0,0,0,0,0,0,5.35,0,1.34,0,6.69,1.34,0,0,0,1.34,0,0,0,0,1.34,1.34,0,0,0,1.34,0,0,0,28.11
3Month,0.32,1.92,0.32,12.8,0.32,0,0.96,0,0,1.28,6.4,0,14.08,9.28,0.96,5.76,1.28,4.16,49.59,11.52,3.2,0,0.96,1.6,0.64,0,0.64,0,0,1.92,2.88,0,0.32,0,0.32,0.96,2.56,394.5
22Month,0.55,4.37,0.55,12.57,0,0,1.64,0.55,0.55,1.09,11.48,1.64,47.56,6.01,1.09,8.2,0,2.19,36.63,13.67,0.55,0.55,0,0,0.55,0,3.83,0.55,0,0.55,2.19,1.09,0,0,0,1.09,0,318.7
