stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,367.78,0,0,32.69,0,0,0,0,0,0,0,8.17,0,0,0,0,0,4.09,16.35,16.35,0,0,0,0,93.99,114.42,8.17,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,270.66,0,0,12.84,2.14,1.07,0,0,0,0,0,0,0,0,0,1.07,2.14,12.84,0,9.63,0,0,0,0,87.72,24.61,1.07,0,4.28,0,0,2.14,0,1.07,5.35,0,0,0
21Day,195.43,0,0,14.72,1.34,4.02,0,0,0,0,0,0,0,0,1.34,1.34,5.35,16.06,1.34,2.68,0,0,0,0,25.43,5.35,1.34,0,2.68,0,0,0,5.35,5.35,6.69,0,0,0
3Month,50.23,0.32,0,22.72,0,0,0.32,0.32,0.64,1.6,0,0,14.4,1.28,0,3.2,2.56,7.36,1.92,2.56,2.24,0,0.64,0.96,0.64,0,0.64,0,0.32,0.64,2.24,0,0,0,0,0.32,2.24,3.52
22Month,17.49,6.01,1.09,18.59,0,0,0,0,2.73,2.19,14.76,0,223.58,2.73,1.09,10.39,0.55,2.19,3.83,6.56,0,2.73,2.73,0,0.55,0,0,0.55,0,0.55,5.47,0,0.55,0,1.09,0,0,1.64
