stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,32.69,0,0,0,0,0,4.09,0,0,0,0,0,0,0,281.96,4.09,0,0,0,0,4.09,57.21,0,0,0,0,0,0,0,0,0,32.69,0,0,0
72hpf,8.56,1.07,0,9.63,1.07,0,2.14,0,0,5.35,0,0,0,1.07,0,4.28,25.67,1.07,3.21,0,0,0,2.14,439.68,3.21,51.35,1.07,0,2.14,0,0,3.21,1.07,0,8.56,0,0,0
21Day,40.16,1.34,1.34,49.53,72.28,0,0,0,0,1.34,0,4.02,2.68,8.03,16.06,2.68,28.11,4.02,17.4,0,0,2.68,0,283.77,17.4,1464.36,0,0,8.03,8.03,0,2.68,1.34,33.46,1.34,0,0,2.68
3Month,1.28,3.52,12.8,123.5,0,2.24,2.24,0.32,11.84,31.04,0.32,142.7,88.95,2.56,221.08,17.92,74.87,77.11,39.67,8,0.64,3.2,103.98,5.76,3.52,5667.58,0.32,0,1.28,9.28,66.87,16,0,0,22.4,4.48,8.64,24.64
22Month,0,4.37,13.67,36.08,0,0.55,0,0,13.12,20.77,3.83,142.68,5.47,6.01,214.29,3.83,5.47,14.21,24.6,1.09,7.65,4.92,3.83,24.05,0,3357.01,1.64,0.55,0.55,2.19,143.77,1.09,0,0,0,1.64,0,9.29
