stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21Day,20.08,1.34,0,926.26,135.19,0,4.02,0,1.34,0,8.03,1.34,0,0,16.06,5.35,5.35,46.85,0,0,1.34,1.34,18.74,9.37,0,1.34,4.02,65.59,0,0,4.02,0,0,2.68
3Month,0.32,2.88,5.76,1095.51,0,1.28,0,7.68,15.04,0,47.35,18.88,1.92,38.39,3.52,132.14,11.2,16.96,2.24,0,4.8,1.28,4.8,0,0.64,0.64,0,6.72,10.24,0.64,0,25.6,3.84,10.24
22Month,0.55,5.47,1.09,782.81,0,0,0,0.55,71.07,5.47,279.89,2.19,0,22.41,0,858.25,94.57,3.83,0,2.73,0.55,0,0,0,0.55,1.09,0,0.55,0,0,0,0.55,0,7.65
