stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,8.17,36.78,4.09,4.09,0,0,0,0,0,4.09,0,0,0,0,4.09,8.17,8.17,151.2,0,0,0,0,44.95,1364.86,0,0,0,16.35,0,0,0,0,0,12.26,0,0,0
72hpf,24.61,2.14,20.33,7.49,6.42,0,0,0,0,0,0,0,0,1.07,0,27.81,26.74,0,108.05,0,8.56,3.21,0,261.03,539.17,1.07,2.14,0,53.49,2.14,2.14,36.37,3.21,3.21,8.56,0,0,0
21Day,24.09,2.68,26.77,2.68,14.72,0,18.74,0,1.34,1.34,0,2.68,1.34,17.4,2.68,2.68,1.34,1.34,70.94,0,0,4.02,0,64.25,165.98,0,1.34,0,20.08,5.35,5.35,18.74,1.34,6.69,0,0,0,4.02
3Month,0.64,0.32,20.8,0.32,0,1.92,3.84,4.16,4.16,0.96,0,12.48,4.48,3.52,8.96,1.92,2.56,6.72,10.88,4.8,0,13.76,2.24,0.96,1.28,0.64,0.64,0,0,2.88,454.97,2.24,0,0,0.32,1.6,44.15,16
22Month,0,1.64,2.19,0,0,0,0,0,0.55,0.55,0,13.12,0,1.64,1.09,0,1.09,2.19,3.83,0,2.19,0.55,0,1.09,0,1.09,0.55,1.09,0,0,61.77,1.64,0.55,0,0,0,0,3.28
