stage,Cardiomyocyte,Epithelial_cell,Keratinocyte,Mesenchymal_cell,Neural_cell,Neural_progenitor_cell,Osteoblast
24hpf,0,0,4.09,12.26,0,61.3,4.09
72hpf,2.14,0,0,0,3.21,4.28,0
21Day,0,2.68,0,1.34,0,1.34,0
