stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,20.43,8.17,0,16.35,0,0,0,0,0,0,0,0,0,0,0,0,0,44.95,12.26,0,0,0,0,16.35,118.51,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,198.98,0,0,4.28,0,3.21,0,0,0,0,0,0,0,0,0,1.07,5.35,32.09,9.63,0,1.07,0,0,16.05,11.77,0,0,11.77,0,1.07,6.42,0,0,2.14,0,0,0
21Day,223.54,21.42,2.68,45.51,12.05,17.4,0,0,2.68,0,0,12.05,1.34,2.68,1.34,4.02,22.76,26.77,101.73,0,0,20.08,12.05,82.99,34.8,2.68,1.34,32.12,10.71,9.37,26.77,5.35,21.42,6.69,0,0,2.68
3Month,95.02,10.88,0,11.84,4.16,0,0,1.6,0.96,1.6,0,13.76,0.96,0,3.2,0.64,6.72,4.16,44.79,29.12,0,4.8,4.8,2.56,0,0.96,1.92,0.32,0.32,102.7,62.07,0.64,0,2.24,7.68,43.19,3.52
22Month,156.34,19.13,2.19,21.87,36.08,0,0.55,1.64,1.64,7.11,6.56,109.88,2.19,1.09,7.11,1.09,20.23,78.17,113.16,1.64,1.09,9.29,0,8.2,4.92,1.09,8.2,2.19,0.55,49.75,294.1,17.49,0,1.64,12.57,0,4.92
