stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,T_cell
24hpf,0,4.09,0,36.78,0,0,0,0,0,8.17,0,0,0,0,0,36.78,8.17,32.69,0,0,24.52,277.88,0,0,0,4.09,0,0,0,0,0,0
72hpf,1.07,1.07,0,1.07,0,0,0,0,0,0,0,0,0,0,0,50.28,0,2.14,0,0,5.35,0,0,0,0,3.21,0,0,0,0,0,0
3Month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0,0,0,0,0
22Month,0,8.75,1.09,12.03,1.64,0.55,2.19,18.59,10.93,0,65.05,6.01,2.19,4.37,0.55,3.28,5.47,10.39,2.19,2.19,1.64,0,1.09,1.64,1234.35,0,6.01,2.19,1.09,1.09,0.55,2.73
