stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,40.86,49.04,0,298.31,32.69,8.17,0,8.17,0,8.17,0,4.09,0,0,0,0,12.26,192.06,273.79,592.53,0,4.09,0,0,192.06,4772.92,4.09,0,0,81.73,0,0,4.09,0,0,36.78,0,0,0
72hpf,29.95,36.37,0,117.68,14.98,36.37,0,4.28,0,1.07,0,0,0,0,16.05,0,69.54,231.07,35.3,240.7,0,18.19,3.21,4.28,267.45,554.15,0,2.14,0,165.82,6.42,0,34.23,0,0,10.7,0,0,0
21Day,65.59,20.08,4.02,437.7,6.69,89.68,0,72.28,0,13.39,0,0,20.08,2.68,56.22,2.68,16.06,127.16,54.88,556.83,2.68,0,40.16,0,73.62,190.07,1.34,4.02,0,169.99,25.43,8.03,37.48,4.02,2.68,8.03,0,0,9.37
3Month,2.24,6.72,4.8,201.57,0,0,2.88,3.84,7.68,48.31,0.32,0,125.42,33.27,10.88,59.51,6.4,53.11,52.47,27.2,5.44,0.64,3.52,6.08,2.56,2.88,1.6,0.64,0,1.28,7.68,313.55,0.32,0,0,0.64,16.96,7.36,25.28
22Month,0,4.37,5.47,44.83,0,0,2.19,4.37,5.47,79.26,14.21,0,100.04,30.07,39.36,96.21,2.19,8.75,103.86,8.75,0,4.37,1.09,0,2.19,2.73,1.64,1.09,14.21,1.09,1.09,89.1,0,0,0,0.55,0.55,0,4.92
