stage,Endothelial_cell,Epithelial_cell,Erythrocyte,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Neural_cell,Neural_progenitor_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Radial_glia,Retinal_cone_cell,T_cell
24hpf,0,0,0,0,0,0,4.09,0,237.01,0,0,0,0,0,0
72hpf,2.14,0,0,1.07,2.14,1.07,1.07,41.72,19.26,1.07,4.28,0,9.63,0,0
21Day,0,2.68,1.34,0,0,0,2.68,13.39,8.03,1.34,1.34,1.34,6.69,1.34,1.34
