stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,4.09,0,0,0,0,0,0,0,0,0,12.26,0,12.26,4.09,0,0,4.09,8.17,143.02,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,2.14,1.07,2.14,0,0,0,0,0,0,0,5.35,5.35,0,20.33,0,0,0,175.45,50.28,10.7,1.07,6.42,0,0,8.56,0,0,0,0,0,0
21Day,4.02,0,0,9.37,0,2.68,0,0,0,0,0,0,2.68,1.34,0,1.34,22.76,0,0,0,121.81,37.48,2.68,4.02,5.35,0,5.35,1.34,0,1.34,1.34,0,0,1.34
3Month,0,2.56,2.24,10.56,0,0,0.64,0.32,0,3.52,1.6,0,1.92,0.32,0.96,2.88,4.48,0.96,0.64,0,3.52,1.28,41.59,0.32,0,0.64,32.63,0,0,0,0,0.32,4.16,1.28
22Month,0.55,0.55,2.73,6.56,0,0,1.09,2.19,113.7,19.68,0,1.09,7.65,0,0.55,3.83,8.2,0,0.55,0,2.73,0,57.4,0,0,0,21.32,0.55,0.55,0,0,0,0,1.09
