stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,16.35,0,28.6,0,0,0,0,0,0,0,0,0,0,0,0,0,16.35,16.35,0,0,0,0,24.52,298.31,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,5.35,7.49,0,9.63,1.07,5.35,0,0,0,0,0,0,0,1.07,0,9.63,11.77,3.21,17.12,0,2.14,2.14,1.07,203.26,54.56,1.07,1.07,8.56,0,0,0,10.7,2.14,1.07,3.21,0,0,0
21Day,8.03,4.02,1.34,37.48,4.02,24.09,0,10.71,0,1.34,0,4.02,0,13.39,4.02,1.34,5.35,6.69,33.46,0,0,6.69,1.34,85.67,21.42,1.34,1.34,8.03,8.03,0,0,2.68,5.35,4.02,1.34,0,0,13.39
3Month,0,7.36,1.6,54.07,0,0,1.6,0.96,6.4,19.84,0,35.19,17.92,2.24,19.52,3.52,17.6,11.52,20.48,3.52,0,6.4,7.36,1.92,0.32,1.92,1.28,0.32,3.2,0.32,18.24,0,0,0,0.64,14.4,10.88,19.2
22Month,0,9.84,3.83,21.87,0.55,0,1.64,1.09,2.73,31.71,3.28,107.69,10.93,2.19,18.59,0.55,2.73,28.43,18.59,1.09,8.2,2.73,1.09,3.83,1.09,5.47,2.19,1.64,1.09,0,3.83,2.19,1.09,0,0,1.64,0,10.93
