stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,28.6,0,4.09,0,0,0,0,0,4.09,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,16.35,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,53.49,0,2.14,4.28,0,0,0,0,0,0,0,0,0,0,25.67,2.14,1.07,5.35,0,0,0,0,6.42,4.28,0,0,0,1.07,0,0,0,0,0,0,0,0,0
21Day,4.02,57.56,46.85,207.47,26.77,0,0,0,0,0,0,6.69,2.68,37.48,244.95,1.34,10.71,4.02,21.42,0,1.34,1.34,0,77.63,32.12,1.34,2.68,0,12.05,14.72,1.34,1.34,1.34,2.68,0,1.34,0,9.37
3Month,0.64,150.38,18.24,1120.78,0,4.16,0.32,0.32,23.04,20.8,1.92,53.11,29.76,2.88,1022.24,19.52,31.04,16.96,20.8,6.4,0,2.56,18.56,14.72,1.6,3.52,3.84,0,1.6,19.84,21.12,0,0.96,0,0.32,7.68,9.28,19.52
22Month,1.09,323.07,39.36,1310.33,0,6.56,1.09,0,56.31,24.05,16.95,183.68,13.12,3.83,1545.39,6.56,4.92,19.68,17.49,1.09,7.65,3.28,0.55,15.85,1.64,6.01,2.73,3.28,1.09,6.01,3.83,0.55,6.56,0,2.19,4.37,0,9.84
