stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.43,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,0,0,20.33,0,4.28,0,0,0,0,0,0,3.21,0,0,0,3.21,5.35,2.14,6.42,0,12.84,0,0,226.8,26.74,5.35,1.07,0,3.21,0,0,3.21,0,0,0,0,0
21Day,18.74,0,0,266.37,4.02,24.09,0,9.37,0,0,1.34,0,117.79,0,4.02,2.68,2.68,12.05,2.68,37.48,0,2.68,5.35,0,113.78,17.4,74.96,1.34,0,14.72,21.42,0,1.34,0,2.68,0,0,5.35
3Month,0.64,7.68,4.8,824.83,0.64,0,3.52,0.32,0.32,8.64,16,0.32,1051.67,57.59,0.64,93.43,5.44,20.8,17.92,82.87,10.24,0.64,13.12,4.8,15.36,0.64,794.75,3.84,0,1.92,8.64,34.55,51.83,0,0.32,36.79,25.92,31.67
22Month,0.55,25.69,18.04,135.02,0.55,0,6.01,1.09,0,6.01,6.56,7.65,5760.65,23.51,1.64,46.47,7.11,5.47,9.84,57.95,1.09,48.11,12.57,1.09,6.01,2.73,470.12,8.75,24.6,0.55,1.09,9.29,15.85,1.09,0,0.55,0,19.13
