stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,4.09,0,0,0,36.78,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,1.07,0,0,0,0,0,0,0,0,1.07,0,0,1.07,0,0,0,0,1.07,1.07,0,0,0,0,0,0,1.07,0,0,0
21Day,0,1.34,0,9.37,0,2.68,0,0,0,0,2.68,0,1.34,1.34,25.43,0,0,5.35,13.39,2.68,2.68,0,6.69,1.34,0,0,1.34,0,0,0,0,0,0,44.17
3Month,0.32,0.64,0.64,20.8,0,0,2.24,0,0.32,1.6,17.6,0,11.52,48.63,17.6,4.48,0.96,2.24,19.2,4.16,0.96,0.32,0.64,0,1.28,0.64,0,0.96,0.32,15.04,0,1.28,1.92,200.93
22Month,0.55,2.73,1.64,7.65,0.55,0,2.73,0.55,0,1.09,28.43,1.64,32.25,120.81,30.07,2.73,1.09,0.55,51.93,4.37,2.19,0,0,0,1.09,0.55,0,0.55,0,10.93,0,0.55,0,109.88
