stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,36.78,0,0,0,0,0,0,0,40.86,0,0,0,0,4.09,1368.95,0,12.26,0,0,0,0,4.09,65.38,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,0,0,86.65,0,1.07,0,0,0,0,0,0,0,0,0,0,7.49,940.35,0,3.21,0,0,0,0,18.19,10.7,0,0,11.77,0,0,3.21,0,0,2.14,0,0,0
21Day,0,0,0,128.5,0,0,0,0,0,0,0,0,1.34,0,1.34,0,1.34,697.38,1.34,6.69,0,0,1.34,0,10.71,2.68,0,0,2.68,1.34,0,0,4.02,6.69,0,0,0,0
3Month,0.32,0.96,0.64,436.73,0.32,0,0.32,0,0.96,2.88,0,0,5.44,4.16,0.32,4.16,7.36,3.84,4.48,3.2,0.64,0,1.28,0.32,0,0,0.96,0.32,0.32,2.24,6.72,1.6,0,0,0,12.48,3.2,3.84
22Month,0,2.19,2.73,48.11,0,0,0,0.55,0,2.73,1.09,0,39.36,5.47,0.55,4.37,0,1.09,4.92,4.37,0,3.28,0,0,0,0,1.64,0,0,0.55,5.47,0.55,0.55,0,0,0,0,0
