stage,Epithelial_cell,Erythrocyte,Macrophage,Mesenchymal_cell,Neural_cell,Neural_progenitor_cell,Osteoblast
24hpf,0,0,0,12.26,4.09,0,0
72hpf,0,2.14,1.07,1.07,39.58,2.14,2.14
21Day,1.34,1.34,0,2.68,8.03,0,2.68
