stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,8.17,0,0,0,0,0,0,0,0,0,0,0,4.09,32.69,0,20.43,0,0,0,0,28.6,4.09,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,7.49,0,0,0,0,0,0,0,0,0,0,0,3.21,19.26,0,2.14,0,0,0,0,162.61,6.42,1.07,0,10.7,0,0,1.07,4.28,1.07,1.07,0,0,1.07
21Day,4.02,0,0,25.43,0,4.02,0,0,0,0,0,0,0,0,2.68,0,10.71,2.68,60.23,0,0,0,0,70.94,5.35,0,0,16.06,4.02,1.34,0,1.34,10.71,0,0,0,0
3Month,0,4.48,1.6,32.63,0,0,0.96,2.88,3.84,6.72,0.32,23.36,5.44,0.32,13.44,1.92,18.88,4.48,61.11,9.92,0,2.24,2.24,1.6,0,3.52,0.64,0.32,0.96,13.44,0.64,0.32,0.32,1.92,2.56,2.88,5.12
22Month,1.09,3.83,1.09,14.76,1.09,0,0.55,1.64,0.55,8.2,2.73,69.43,3.28,1.64,18.59,1.09,5.47,2.73,21.32,1.64,3.83,2.19,0,1.09,0,3.83,0,0,0,16.4,0,12.57,0,0,0,0,1.64
