stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,8.17,4.09,0,0,0,0,0,0,0,0,0,0,0,8.17,0,12.26,0,118.51,0,0,0,0,0,36.78,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0,2.14,27.81,0,221.45,0,0,1.07,0,16.05,5.35,0,2.14,0,2.14,0,0,1.07,0,0,0,0,0,0
21Day,4.02,8.03,1.34,0,4.02,0,0,0,0,0,1.34,4.02,0,0,0,0,0,0,206.13,0,0,200.78,0,5.35,5.35,0,0,0,5.35,2.68,1.34,0,0,1.34,0,0,0,0
3Month,0.32,19.52,10.88,0.32,0,0.32,0.32,0.96,1.6,2.88,0,14.08,3.52,0,2.56,0.32,4.8,1.92,349.06,1.6,0,63.67,0.96,0,1.6,0.64,1.6,0,1.92,2.24,18.56,0.96,0,0,0,1.6,5.76,2.56
22Month,0,9.29,6.56,0,0,0,0.55,0,0,2.73,153.61,31.16,1.64,2.19,4.37,0,0.55,3.28,78.17,0.55,2.73,2.73,0,0,0,1.64,1.64,0.55,0.55,0.55,23.51,0.55,0.55,0,2.19,0,0,2.19
