stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.35,28.6,0,0,0,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,1.07,0,0,1.07,0,0,0,0,0,0,0,0,0,0,16.05,4.28,0,0,0,0,0,2.14,4.28,0,0,0,1.07,0,0,5.35,0,0,0,0
21Day,2.68,1.34,0,8.03,1.34,0,1.34,0,4.02,0,0,0,8.03,0,0,2.68,5.35,1.34,0,0,0,0,6.69,2.68,0,0,0,1.34,0,0,6.69,0,0,0,8.03
3Month,0.32,6.08,1.92,35.51,0,0.64,1.6,1.6,45.43,0,13.76,20.16,7.04,27.2,2.88,2.88,25.6,2.56,0.32,0,0.96,0.96,2.56,0.64,1.28,0,0,0.32,0.64,6.72,7.68,0.32,0.64,6.72,72.31
22Month,0,8.2,3.28,10.39,0,0,0.55,2.19,56.85,1.64,66.69,9.84,10.93,19.68,0.55,0.55,28.43,3.83,0,2.19,1.09,0,2.73,0,0.55,0.55,0.55,0,0,1.09,9.29,0,0,0,31.71
