stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.78,40.86,4.09,0,0,0,0,0,0,0,4.09,0,0
72hpf,36.37,3.21,0,17.12,2.14,36.37,0,2.14,0,0,0,0,0,0,0,10.7,60.98,4.28,29.95,0,2.14,6.42,4631.13,102.7,7.49,4.28,33.16,0,0,31.02,2.14,0,1.07,0,0
21Day,16.06,1.34,2.68,29.45,5.35,24.09,0,8.03,0,2.68,0,2.68,1.34,18.74,6.69,1.34,18.74,6.69,22.76,0,0,4.02,1235.47,21.42,4.02,10.71,12.05,45.51,1.34,6.69,5.35,13.39,2.68,0,1.34
3Month,0,0,0,4.16,0.32,0,0,0.32,2.24,2.88,0,7.68,1.6,0,6.4,0,0.32,0.96,1.28,0.96,0,1.28,47.67,0,2.24,2.24,0,0.32,20.16,1.28,0,0,0,4.8,0.64
22Month,0.55,0.55,1.64,5.47,0,0,0.55,0,1.09,3.28,0.55,66.69,0.55,0.55,10.39,0.55,0,0.55,1.09,0,3.83,1.09,58.49,0.55,10.39,7.65,0,0.55,6.01,6.56,0.55,0,0,0,3.83
