stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0
72hpf,0,1.07,0,2.14,2.14,3.21,0,0,0,0,0,0,0,0,0,4.28,1.07,4.28,0,0,0,0,1.07,1.07,0,0,2.14,0,0,0,0,0,0,0
21Day,2.68,0,0,16.06,1.34,5.35,1.34,0,4.02,0,0,0,8.03,1.34,1.34,8.03,6.69,20.08,0,0,4.02,0,6.69,1.34,0,0,8.03,0,0,1.34,1.34,0,0,2.68
3Month,0,1.6,0.32,8,0,0,0.64,2.88,5.44,0.32,9.6,3.84,0.64,4.8,0.96,3.2,6.08,3.84,1.6,0,2.24,0.96,0,0,0.32,0.64,0.32,0.64,0.64,0.32,0,1.92,2.24,8.64
22Month,0,4.37,1.09,14.21,0,0,1.09,0.55,21.87,10.39,41,2.73,4.92,15.85,0.55,1.64,20.77,6.56,0,1.64,0,0,1.09,0,2.73,0,0.55,0.55,0,1.64,0.55,0.55,0,9.84
