stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,12.26,0,0,4.09,0,0,0,0,0,28.6,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,4.28,0,0,0,0,1.07,0,0,0,0,1.07,0,0,0,5.35,1.07,0,5.35,0,1.07,0,1.07,5.35,1.07,0,0,2.14,0,2.14,0,0,0,0,0,0,0
21Day,8.03,0,0,8.03,0,9.37,0,0,0,0,0,0,34.8,1.34,8.03,4.02,0,4.02,0,0,1.34,0,6.69,8.03,1.34,0,0,4.02,5.35,8.03,4.02,17.4,2.68,0,0,113.78
3Month,0.32,0,0.32,11.52,0.32,0,0.32,0.96,2.24,0,9.28,1.28,3.2,4.8,2.88,3.84,3.2,11.2,2.88,0,1.92,0,0,0,1.28,0,0,1.6,76.47,0.32,0,0,0,0.96,101.1,24.32
22Month,0,1.64,0,8.75,0,0,0.55,0.55,8.75,0.55,49.2,0.55,3.83,1.64,3.28,0.55,4.92,8.75,0,3.83,5.47,0,0,0,0,1.09,0.55,0.55,4.37,0,3.83,0,0,0,0,149.24
