stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,110.33,20.43,0,0,0,0,12.26,69.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,5.35,0,0,9.63,1.07,0,0,0,4.28,0,0,0,9.63,0,9.63,8.56,80.23,8.56,0,1.07,0,0,21.4,36.37,0,4.28,0,6.42,0,0,0,1.07,0,0,4.28,0,0,0
21Day,10.71,1.34,1.34,101.73,12.05,0,10.71,0,5.35,0,0,22.76,228.89,1.34,4.02,16.06,119.13,37.48,0,0,2.68,0,17.4,24.09,0,4.02,0,4.02,8.03,0,0,6.69,0,1.34,8.03,0,0,222.2
3Month,1.28,2.56,2.88,105.26,0,2.56,0.64,4.8,77.11,0.32,33.91,443.13,14.08,14.72,17.92,18.88,348.42,29.76,3.52,0.64,6.4,4.8,2.24,0.32,5.12,2.56,0,1.6,8.64,1.28,31.99,0.96,0.64,0,0,14.72,31.67,714.45
22Month,1.64,9.29,0.55,243.81,0,7.65,1.64,1.64,229.59,68.88,70.52,158.53,21.32,12.03,34.44,26.24,543.37,21.87,0,3.28,13.67,0,2.19,1.09,3.83,2.19,1.64,2.19,4.37,0,21.32,0.55,3.83,0,0,8.75,0,478.32
