stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,77.64,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,1.07,0,8.56,5.35,0,0,0,0,0,0,0,0,0,4.28,6.42,0,6.42,0,2.14,0,0,4.28,7.49,0,0,0,3.21,1.07,0,1.07,0,1.07,0,0,0
21Day,4.02,0,1.34,22.76,2.68,0,2.68,0,0,0,1.34,0,0,1.34,1.34,6.69,0,5.35,0,0,0,1.34,5.35,8.03,0,0,0,2.68,1.34,4.02,2.68,0,0,0,0,0
3Month,0.32,0.32,1.6,150.06,0.96,0.64,0,0.64,2.56,0.32,51.19,3.84,0,18.24,10.56,14.4,1.92,3.52,0.96,0.32,0.64,9.6,2.24,0,5.12,1.28,0,0.96,3.84,89.59,0.64,0.64,0.32,0.96,280.6,2.24
22Month,0,1.09,1.09,48.65,1.09,0.55,0,1.09,2.73,1.09,161.81,0.55,1.64,33.89,1.64,3.83,2.73,19.68,0,6.01,2.73,1.09,1.64,1.09,3.83,1.64,1.64,1.09,0,30.61,9.84,0,0.55,0,1.09,0
