stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,12.26,4.09,16.35,0,4.09,0,0,0,0,0,0,0,0,8.17,0,8.17,24.52,0,0,0,0,8.17,241.1,8.17,0,4.09,0,0,0,0,0,4.09,0,0,0
72hpf,0,0,3.21,0,1.07,0,0,0,0,0,0,0,0,0,3.21,1.07,2.14,0,1.07,0,2.14,58.84,13.91,3.21,0,3.21,0,0,7.49,7.49,1.07,1.07,0,0,0
21Day,1.34,0,5.35,4.02,0,0,0,0,0,0,1.34,10.71,0,0,2.68,2.68,2.68,0,0,0,0,44.17,14.72,2.68,0,1.34,0,0,0,6.69,4.02,0,0,0,4.02
3Month,0,0.64,10.24,0,0,0.32,0.96,0,0,7.36,1.6,0.96,1.6,0.32,0.32,2.24,1.28,0.32,0.32,0,0,2.56,0.32,1.92,0,0.32,0.32,22.08,0.64,0.32,0,0.96,1.28,140.78,3.52
22Month,0,2.19,7.11,0,0,0.55,1.09,1.09,39.91,29.52,1.09,1.64,3.28,0,0.55,3.83,9.84,0,0.55,2.19,0,3.83,0,3.83,0.55,0,0,9.84,4.37,8.75,0,1.09,0,0.55,2.19
