stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,6.42,0,0,0,0,0,0,0,0,0,0,0,1.07,0,1.07,0,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0
21Day,2.68,0,24.09,30.79,4.02,0,1.34,5.35,0,0,2.68,1.34,1.34,40.16,21.42,448.41,10.71,6.69,0,0,0,0,10.71,1.34,0,1.34,0,2.68,5.35,0,0,6.69,2.68,0,0,0
3Month,0,1.28,16,72.63,0,4.16,0,233.56,4.8,0,27.52,7.36,0.32,557.03,10.24,5.44,4.8,5.12,1.6,0,54.71,0.96,0.96,0,6.72,1.6,0,0.64,3.84,5.44,0.32,0,0,0.96,3.52,5.76
22Month,0,3.83,39.36,33.35,0,1.09,0.55,244.9,7.65,4.92,77.62,4.37,1.64,1625.2,0.55,3.28,3.28,4.92,1.09,3.28,33.89,0,0.55,0,2.73,2.73,0.55,0,4.37,2.73,1.09,0.55,0,0,0,3.83
