stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,310.57,16.35,0,77.64,0,4.09,0,0,0,0,4.09,57.21,0,0,0,0,4.09,12.26,40.86,351.43,0,0,0,0,163.46,1626.39,0,0,0,28.6,0,0,0,0,0,0,0,0,0
72hpf,49.21,4.28,0,13.91,2.14,3.21,0,6.42,0,0,1.07,0,0,0,1.07,0,25.67,16.05,3.21,55.63,0,19.26,2.14,0,87.72,104.84,3.21,1.07,0,39.58,7.49,2.14,10.7,8.56,3.21,2.14,0,0,1.07
21Day,87,2.68,5.35,74.96,5.35,24.09,0,65.59,0,1.34,1.34,0,6.69,2.68,36.14,5.35,4.02,33.46,10.71,109.76,0,0,10.71,0,50.86,57.56,1.34,1.34,0,36.14,6.69,2.68,8.03,14.72,2.68,2.68,0,0,6.69
3Month,0.64,0.64,0.64,20.16,0,0,0.96,3.2,0.32,2.24,1.6,0,8,3.84,2.56,11.52,1.28,4.8,1.92,16,2.88,0,0.96,0.96,0.96,0.32,3.2,0.32,0,0,1.6,66.87,0,0,0,0.32,2.24,2.56,2.88
22Month,0,3.83,1.09,6.56,0,0,0,7.65,0,2.19,4.92,0,24.05,2.73,10.39,10.39,0,0.55,14.21,8.75,0.55,1.09,2.19,0,2.73,0.55,6.01,5.47,1.64,0,0.55,50.29,1.64,2.73,0,0,0.55,0,2.73
